Date,PETZ3.SA_Return,PETZ3.SA_SMA20,PETZ3.SA_EMA20,PETZ3.SA_Volatility,Close_Pred,Deviation,Deviation_Change
2020-09-15,,,14.39868450164795,,19.852294125362757,-5.453609623714808,
2020-09-16,-0.003225833158642666,,14.39426090603783,,19.836334665535663,-5.484097917793964,-0.030488294079155764
2020-09-17,0.00970875205680799,,14.403529301251954,,19.82037520570857,-5.328796149922436,0.15530176787152783
2020-09-18,-0.023076864355169868,,14.38006544890639,,19.804415745881474,-5.647256894257939,-0.3184607443355034
2020-09-21,-0.019029014560396185,,14.333179412791699,,19.788456286054377,-5.900694216352228,-0.25343732209428893
2020-09-22,0.03678939986021512,,14.33941799268277,,19.772496826227282,-5.373812324579333,0.526881891772895
2020-09-23,-0.04516139928726204,,14.28313244687086,,19.756537366400188,-6.008117604742473,-0.6343052801631401
2020-09-24,0.029054339533067575,,14.270250405974211,,19.740577906573094,-5.592706889117039,0.4154107156254341
2020-09-25,-0.015101868417898623,,14.238246722639243,,19.724618446746,-5.7904067157889685,-0.1976998266719292
2020-09-28,-0.020000095817694463,,14.18274952631111,,19.708658986918905,-6.053132825725058,-0.26272610993608936
2020-09-29,-0.027210831143854586,,14.097149375675873,,19.692699527091808,-6.408751582450694,-0.3556187567256366
2020-09-30,0.0,,14.01970162033923,,19.676740067264713,-6.3927921226236,0.015959459827094236
2020-10-01,0.04195795761560106,,14.00271244406599,,19.66078060743762,-5.819465337967404,0.5733267846561958
2020-10-02,-0.025503334063449512,,13.9537222667526,,19.644821147610525,-6.156505565335134,-0.33704022736773
2020-10-05,-0.03581264471287349,,13.863392844066851,,19.62886168778343,-6.623598359231185,-0.4670927938960503
2020-10-06,0.0,,13.78166622354165,,19.612902227956337,-6.60763889940409,0.015959459827094236
2020-10-07,0.02714290606435865,,13.74134219933972,,19.596942768129242,-6.238678798707856,0.36896010069623486
2020-10-08,-0.010431240319679458,,13.691587771564759,,19.580983308302145,-6.362062600599508,-0.12338380189165221
